Id,x,y,type
1 , 0.0 , 0.4985227451710051 , 1 , 0
2 , 0.004304056164108601 , 0.43456382667793764 , 1 , 0
3 , 0.01675506489385316 , 0.37168017154420496 , 1 , 0
4 , 0.03714858097011801 , 0.31090432764859044 , 1 , 0
5 , 0.06514974342273978 , 0.25323423266762113 , 1 , 0
6 , 0.10029877393838063 , 0.1996168279665088 , 1 , 0
7 , 0.14201852640772097 , 0.15093250984811235 , 1 , 0
8 , 0.18962396364861908 , 0.1079806734699855 , 1 , 0
9 , 0.24233340569770281 , 0.07146658679798941 , 1 , 0
10 , 0.29928136497375746 , 0.04198981012579168 , 1 , 0
11 , 0.35953275755988123 , 0.02003435131142051 , 1 , 0
12 , 0.42209825725555 , 0.005960718381616348 , 1 , 0
13 , 0.48595054028547713 , 0.0 , 1 , 0
14 , 0.5500411539276031 , 0.0022500709976046957 , 1 , 0
15 , 0.6133177320778048 , 0.012673985270856364 , 1 , 0
16 , 0.6747412750722314 , 0.031100582435572652 , 1 , 0
17 , 0.7333032100330598 , 0.057227298275740066 , 1 , 0
18 , 0.7880419516072652 , 0.09062513283957481 , 1 , 0
19 , 0.8380586911715338 , 0.130745694606872 , 1 , 0
20 , 0.882532155245007 , 0.17693020506260476 , 1 , 0
21 , 0.9207320907771341 , 0.22842031582193043 , 1 , 0
22 , 0.9520312558825718 , 0.28437056068970135 , 1 , 0
23 , 0.975915719135601 , 0.3438622381920172 , 1 , 0
24 , 0.9919932983099282 , 0.4059184966290258 , 1 , 0
25 , 1.0 , 0.469520373952829 , 1 , 0
26 , 0.9998043543854226 , 0.5336235290961393 , 1 , 0
27 , 0.9914095739617781 , 0.5971753900237307 , 1 , 0
28 , 0.9749535007915372 , 0.6591324369361583 , 1 , 0
29 , 0.9507063431412016 , 0.7184773368360152 , 1 , 0
30 , 0.9190662386690419 , 0.7742356481076238 , 1 , 0
31 , 0.8805527170157523 , 0.8254918208214257 , 1 , 0
32 , 0.8357981691421161 , 0.8714042300385144 , 1 , 0
33 , 0.7855374634869131 , 0.9112189952688619 , 1 , 0
34 , 0.7305958794474686 , 0.9442823591681243 , 1 , 0
35 , 0.6718755563147684 , 0.9700514222151624 , 1 , 0
36 , 0.6103406801712405 , 0.9881030571071674 , 1 , 0
37 , 0.5470016519819377 , 0.9981408564982774 , 1 , 0
38 , 0.48289849683862757 , 1.0 , 1 , 0
39 , 0.4190837867765352 , 0.9936499605274359 , 1 , 0
40 , 0.3566053575706269 , 0.9791950055531683 , 1 , 0
41 , 0.2964891033011549 , 0.9568724850382457 , 1 , 0
42 , 0.23972213120121982 , 0.9270489341523838 , 1 , 0
43 , 0.1872365533832955 , 0.8902140547766122 , 1 , 0
44 , 0.13989418158410963 , 0.8469726746119253 , 1 , 0
45 , 0.09847237623975458 , 0.798034815925155 , 1 , 0
46 , 0.06365128224881716 , 0.7442040370029784 , 1 , 0
47 , 0.03600266101194701 , 0.6863642377470641 , 1 , 0
48 , 0.015980502125466988 , 0.625465146062129 , 1 , 0
49 , 0.003913568884749784 , 0.5625067233499911 , 1 , 0
50 , 0.37202295038957767 , 0.5119702741848985 , 1 , 0
51 , 0.3720877793611779 , 0.5118580347095878 , 1 , 0
52 , 0.3719741901001577 , 0.5117535856927349 , 1 , 0
53 , 0.37184710486125755 , 0.5116367256733543 , 1 , 0
54 , 0.371705055468055 , 0.5115061025024058 , 1 , 0
55 , 0.3715464475956422 , 0.5113602466123977 , 1 , 0
56 , 0.3713695601693128 , 0.5111975698266126 , 1 , 0
57 , 0.37117254620111434 , 0.5110163661090068 , 1 , 0
58 , 0.37095343742795833 , 0.5108148151414315 , 1 , 0
59 , 0.3707101538174542 , 0.5105909893869962 , 1 , 0
60 , 0.3704405184386074 , 0.510342866112683 , 1 , 0
61 , 0.3701422782866479 , 0.5100683458812013 , 1 , 0
62 , 0.369813092280182 , 0.5097653218088004 , 1 , 0
63 , 0.3694505151330281 , 0.5094317705910782 , 1 , 0
64 , 0.3690520537907101 , 0.5090657841904426 , 1 , 0
65 , 0.36861538872398864 , 0.5086654423422781 , 1 , 0
66 , 0.36813933080042893 , 0.5082279042843774 , 1 , 0
67 , 0.36762378477356433 , 0.5077496180500406 , 1 , 0
68 , 0.367069409384137 , 0.5072269034509101 , 1 , 0
69 , 0.36647742302102626 , 0.5066563924137473 , 1 , 0
70 , 0.36585024153130613 , 0.5060346041513686 , 1 , 0
71 , 0.36519097585462607 , 0.5053587079754861 , 1 , 0
72 , 0.3645023263580948 , 0.5046277605970917 , 1 , 0
73 , 0.3637875217576557 , 0.5038418518601527 , 1 , 0
74 , 0.3630511718914901 , 0.5030014351399819 , 1 , 0
75 , 0.36229919735452754 , 0.502107522602062 , 1 , 0
76 , 0.36153822002158104 , 0.501162258244271 , 1 , 0
77 , 0.36077532645643934 , 0.5001690428183614 , 1 , 0
78 , 0.36001822724743326 , 0.4991322745959503 , 1 , 0
79 , 0.3592751875077711 , 0.4980572335835676 , 1 , 0
80 , 0.3585546414448646 , 0.4969501373397567 , 1 , 0
81 , 0.35786493903645283 , 0.49581802849819434 , 1 , 0
82 , 0.35721429685297146 , 0.49466851039661697 , 1 , 0
83 , 0.3566104819502628 , 0.4935096358878627 , 1 , 0
84 , 0.3560606009885432 , 0.49234973559389267 , 1 , 0
85 , 0.35557096432945573 , 0.49119722286899564 , 1 , 0
86 , 0.3551472607041503 , 0.490060323164912 , 1 , 0
87 , 0.3547943269262305 , 0.4889470594043395 , 1 , 0
88 , 0.3545151526722552 , 0.4878654460258163 , 1 , 0
89 , 0.3543132818582478 , 0.48682281708592245 , 1 , 0
90 , 0.35419207208584136 , 0.48582631819650396 , 1 , 0
91 , 0.354151472122037 , 0.48488345908466324 , 1 , 0
92 , 0.3541880921944437 , 0.48400150871184183 , 1 , 0
93 , 0.3542942694114315 , 0.483186688295085 , 1 , 0
94 , 0.354466326241468 , 0.48244496565750367 , 1 , 0
95 , 0.35470697061858497 , 0.48178486947229826 , 1 , 0
96 , 0.35501291727898415 , 0.48121606547591694 , 1 , 0
97 , 0.3553708726504972 , 0.48074480726182267 , 1 , 0
98 , 0.3557553199969685 , 0.4803646881307569 , 1 , 0
99 , 0.3561451253077414 , 0.4800638183832541 , 1 , 0
100 , 0.35652668439843005 , 0.47983046702580423 , 1 , 0
101 , 0.35689144400922795 , 0.4796538958359946 , 1 , 0
102 , 0.35723421782405473 , 0.47952456154205864 , 1 , 0
103 , 0.35755240647539177 , 0.47943508440498656 , 1 , 0
104 , 0.3578449863232631 , 0.4793803210388357 , 1 , 0
105 , 0.3581114378909678 , 0.47935523447615586 , 1 , 0
106 , 0.35835171808526506 , 0.47935469179413936 , 1 , 0
107 , 0.35856637283596104 , 0.47937324126677633 , 1 , 0
108 , 0.3587571378914199 , 0.47940247453717516 , 1 , 0
109 , 0.3589267347054035 , 0.47943492416857564 , 1 , 0
110 , 0.35907784824665273 , 0.47946631116923977 , 1 , 0
111 , 0.35915475194219115 , 0.4793331690497004 , 1 , 0
112 , 0.3590066892135683 , 0.4792896102227685 , 1 , 0
113 , 0.35884901843412953 , 0.4792432452334058 , 1 , 0
114 , 0.3586811643890807 , 0.47919393311022 , 1 , 0
115 , 0.3585025233246629 , 0.47914153481553 , 1 , 0
116 , 0.35831246203325995 , 0.47908591566462383 , 1 , 0
117 , 0.358110317107715 , 0.4790269483715017 , 1 , 0
118 , 0.3578953942569905 , 0.4789645167927072 , 1 , 0
119 , 0.3576669676998421 , 0.4788985204913742 , 1 , 0
120 , 0.3574242796588775 , 0.4788288802596471 , 1 , 0
121 , 0.35716653998563824 , 0.4787555447542747 , 1 , 0
122 , 0.3568929259591547 , 0.4786784984168122 , 1 , 0
123 , 0.3566025823170795 , 0.4785977708654672 , 1 , 0
124 , 0.3562946216016198 , 0.4785134479586396 , 1 , 0
