97
1.00000     0.01240 0.0
0.99893     0.01277 0.0
0.99572     0.01378 0.0
0.99039     0.01525 0.0
0.98296     0.01725 0.0
0.97347     0.01980 0.0
0.96194     0.02290 0.0
0.94844     0.02650 0.0
0.93301     0.03060 0.0
0.91573     0.03520 0.0
0.89668     0.04022 0.0
0.87592     0.04562 0.0
0.85355     0.05147 0.0
0.82967     0.05771 0.0
0.80438     0.06428 0.0
0.77779     0.07107 0.0
0.75000     0.07810 0.0
0.72114     0.08542 0.0
0.69134     0.09310 0.0
0.66072     0.10104 0.0
0.62941     0.10927 0.0
0.59755     0.11760 0.0
0.56526     0.12600 0.0
0.53270     0.13453 0.0
0.50000     0.14299 0.0
0.46730     0.15134 0.0
0.43474     0.15933 0.0
0.40245     0.16678 0.0
0.37059     0.17299 0.0
0.33928     0.17683 0.0
0.30866     0.17810 0.0
0.27886     0.17715 0.0
0.25000     0.17418 0.0
0.22221     0.16931 0.0
0.19562     0.16281 0.0
0.17033     0.15489 0.0
0.14645     0.14576 0.0
0.12408     0.13556 0.0
0.10332     0.12442 0.0
0.08427     0.11261 0.0
0.06699     0.10026 0.0
0.05156     0.08773 0.0
0.03806     0.07504 0.0
0.02653     0.06261 0.0
0.01704     0.05034 0.0
0.00961     0.03897 0.0
0.00428     0.02728 0.0
0.00107     0.01754 0.0
0.00000     0.00000 0.0
0.00107     -0.01275 0.0
0.00428     -0.01771 0.0
0.00961     -0.02538 0.0
0.01704     -0.03161 0.0
0.02653     -0.03739 0.0
0.03806     -0.04316 0.0
0.05156     -0.04887 0.0
0.06699     -0.05429 0.0
0.08427     -0.05940 0.0
0.10332     -0.06437 0.0
0.12408     -0.06911 0.0
0.14645     -0.07359 0.0
0.17033     -0.07773 0.0
0.19562     -0.08154 0.0
0.22221     -0.08497 0.0
0.25000     -0.08807 0.0
0.27886     -0.09070 0.0
0.30866     -0.09275 0.0
0.33928     -0.09429 0.0
0.37059     -0.09535 0.0
0.40245     -0.09574 0.0
0.43474     -0.09545 0.0
0.46730     -0.09432 0.0
0.50000     -0.09246 0.0
0.53270     -0.08954 0.0
0.56526     -0.08529 0.0
0.59755     -0.07947 0.0
0.62941     -0.07227 0.0
0.66072     -0.06481 0.0
0.69134     -0.05746 0.0
0.72114     -0.05090 0.0
0.75000     -0.04504 0.0
0.77779     -0.03990 0.0
0.80438     -0.03530 0.0
0.82967     -0.03130 0.0
0.85355     -0.02770 0.0
0.87592     -0.02437 0.0
0.89668     -0.02115 0.0
0.91573     -0.01800 0.0
0.93301     -0.01498 0.0
0.94844     -0.01230 0.0
0.96194     -0.01001 0.0
0.97347     -0.00812 0.0
0.98296     -0.00658 0.0
0.99039     -0.00546 0.0
0.99572     -0.00469 0.0
0.99893     -0.00426 0.0
1.00000     0.01240 0.0
