61
     1.00000   0.00000 0.0
     0.99681   0.00011 0.0
     0.98742   0.00058 0.0
     0.97219   0.00153 0.0
     0.95153   0.00292 0.0
     0.92572   0.00466 0.0
     0.89507   0.00673 0.0
     0.86004   0.00916 0.0
     0.82114   0.01188 0.0
     0.77893   0.01477 0.0
     0.73398   0.01763 0.0
     0.68672   0.02014 0.0
     0.63738   0.02220 0.0
     0.58637   0.02394 0.0
     0.53426   0.02546 0.0
     0.48168   0.02678 0.0
     0.42926   0.02790 0.0
     0.37759   0.02883 0.0
     0.32731   0.02952 0.0
     0.27899   0.02996 0.0
     0.23322   0.03011 0.0
     0.19053   0.02992 0.0
     0.15147   0.02931 0.0
     0.11647   0.02816 0.0
     0.08589   0.02633 0.0
     0.05996   0.02363 0.0
     0.03869   0.02003 0.0
     0.02209   0.01557 0.0
     0.01007   0.01044 0.0
     0.00259   0.00500 0.0
     0.00000   0.00000 0.0
     0.00259  -0.00500 0.0
     0.01007  -0.01044 0.0
     0.02209  -0.01557 0.0
     0.03869  -0.02003 0.0
     0.05996  -0.02363 0.0
     0.08589  -0.02633 0.0
     0.11647  -0.02816 0.0
     0.15147  -0.02931 0.0
     0.19053  -0.02992 0.0
     0.23322  -0.03011 0.0
     0.27899  -0.02996 0.0
     0.32731  -0.02952 0.0
     0.37759  -0.02883 0.0
     0.42926  -0.02790 0.0
     0.48168  -0.02678 0.0
     0.53426  -0.02546 0.0
     0.58637  -0.02394 0.0
     0.63738  -0.02220 0.0
     0.68672  -0.02014 0.0
     0.73398  -0.01763 0.0
     0.77893  -0.01477 0.0
     0.82114  -0.01188 0.0
     0.86004  -0.00916 0.0
     0.89507  -0.00673 0.0
     0.92572  -0.00466 0.0
     0.95153  -0.00292 0.0
     0.97219  -0.00153 0.0
     0.98742  -0.00058 0.0
     0.99681  -0.00011 0.0
     1.00000   0.00000 0.0
