89
1.00000 -.00420 0.0
.97500 .00250 0.0
.95000 .00910 0.0
.92500 .01560 0.0
.90000 .02200 0.0
.87500 .02840 0.0
.85000 .03480 0.0
.82500 .04120 0.0
.80000 .04760 0.0
.77500 .05390 0.0
.75000 .06010 0.0
.72500 .06620 0.0
.70000 .07210 0.0
.67500 .07780 0.0
.65000 .08330 0.0
.62500 .08860 0.0
.60000 .09360 0.0
.57500 .09830 0.0
.55000 .10270 0.0
.52500 .10680 0.0
.50000 .11060 0.0
.47500 .11400 0.0
.45000 .11700 0.0
.42500 .11960 0.0
.40000 .12170 0.0
.37500 .12330 0.0
.35000 .12440 0.0
.32500 .12500 0.0
.30000 .12500 0.0
.27500 .12430 0.0
.25000 .12290 0.0
.22500 .12080 0.0
.20000 .11790 0.0
.17500 .11410 0.0
.15000 .10930 0.0
.12500 .10340 0.0
.10000 .09600 0.0
.07500 .08650 0.0
.05000 .07360 0.0
.03750 .06510 0.0
.02500 .05400 0.0
.01250 .03830 0.0
.00500 .02430 0.0
.00200 .01560 0.0
0.00000 0.00000 0.0
.00200 -.01070 0.0
.00500 -.01770 0.0
.01250 -.02650 0.0
.02500 -.03520 0.0
.03750 -.04160 0.0
.05000 -.04680 0.0
.07500 -.05500 0.0
.10000 -.06140 0.0
.12500 -.06650 0.0
.15000 -.07070 0.0
.17500 -.07410 0.0
.20000 -.07700 0.0
.22500 -.07940 0.0
.25000 -.08130 0.0
.27500 -.08280 0.0
.30000 -.08390 0.0
.32500 -.08460 0.0
.35000 -.08490 0.0
.37500 -.08490 0.0
.40000 -.08460 0.0
.42500 -.08390 0.0
.45000 -.08280 0.0
.47500 -.08130 0.0
.50000 -.07940 0.0
.52500 -.07700 0.0
.55000 -.07400 0.0
.57500 -.07050 0.0
.60000 -.06660 0.0
.62500 -.06230 0.0
.65000 -.05760 0.0
.67500 -.05250 0.0
.70000 -.04720 0.0
.72500 -.04180 0.0
.75000 -.03640 0.0
.77500 -.03100 0.0
.80000 -.02560 0.0
.82500 -.02060 0.0
.85000 -.01590 0.0
.87500 -.01180 0.0
.90000 -.00860 0.0
.92500 -.00700 0.0
.95000 -.00690 0.0
.97500 -.00880 0.0
1.00000 -.00420 0.0
