97
1.00000     0.00000 0.0
0.99893     0.00029 0.0
0.99572     0.00119 0.0
0.99039     0.00256 0.0
0.98296     0.00428 0.0
0.97347     0.00622 0.0
0.96194     0.00843 0.0
0.94844     0.01101 0.0
0.93301     0.01408 0.0
0.91573     0.01798 0.0
0.89668     0.02267 0.0
0.87592     0.02811 0.0
0.85355     0.03428 0.0
0.82967     0.04108 0.0
0.80438     0.04841 0.0
0.77779     0.05616 0.0
0.75000     0.06420 0.0
0.72114     0.07236 0.0
0.69134     0.08044 0.0
0.66072     0.08822 0.0
0.62941     0.09548 0.0
0.59755     0.10196 0.0
0.56526     0.10747 0.0
0.53270     0.11185 0.0
0.50000     0.11505 0.0
0.46730     0.11713 0.0
0.43474     0.11815 0.0
0.40245     0.11816 0.0
0.37059     0.11724 0.0
0.33928     0.11547 0.0
0.30866     0.11290 0.0
0.27886     0.10959 0.0
0.25000     0.10559 0.0
0.22221     0.10091 0.0
0.19562     0.09560 0.0
0.17033     0.08970 0.0
0.14645     0.08330 0.0
0.12408     0.07647 0.0
0.10332     0.06930 0.0
0.08427     0.06186 0.0
0.06699     0.05426 0.0
0.05156     0.04654 0.0
0.03806     0.03884 0.0
0.02653     0.03123 0.0
0.01704     0.02387 0.0
0.00961     0.01689 0.0
0.00428     0.01036 0.0
0.00107     0.00459 0.0
0.00000     0.00000 0.0
0.00107     -0.00356 0.0
0.00428     -0.00670 0.0
0.00961     -0.00973 0.0
0.01704     -0.01268 0.0
0.02653     -0.01551 0.0
0.03806     -0.01824 0.0
0.05156     -0.02088 0.0
0.06699     -0.02336 0.0
0.08427     -0.02573 0.0
0.10332     -0.02795 0.0
0.12408     -0.03002 0.0
0.14645     -0.03195 0.0
0.17033     -0.03372 0.0
0.19562     -0.03531 0.0
0.22221     -0.03674 0.0
0.25000     -0.03797 0.0
0.27886     -0.03904 0.0
0.30866     -0.03990 0.0
0.33928     -0.04057 0.0
0.37059     -0.04102 0.0
0.40245     -0.04126 0.0
0.43474     -0.04127 0.0
0.46730     -0.04105 0.0
0.50000     -0.04059 0.0
0.53270     -0.03986 0.0
0.56526     -0.03885 0.0
0.59755     -0.03751 0.0
0.62941     -0.03582 0.0
0.66072     -0.03370 0.0
0.69134     -0.03107 0.0
0.72114     -0.02792 0.0
0.75000     -0.02420 0.0
0.77779     -0.01983 0.0
0.80438     -0.01484 0.0
0.82967     -0.00976 0.0
0.85355     -0.00532 0.0
0.87592     -0.00197 0.0
0.89668     0.00035 0.0
0.91573     0.00175 0.0
0.93301     0.00239 0.0
0.94844     0.00246 0.0
0.96194     0.00215 0.0
0.97347     0.00162 0.0
0.98296     0.00101 0.0
0.99039     0.00048 0.0
0.99572     0.00019 0.0
0.99893     0.00005 0.0
1.00000     0.00000 0.0
