51
1.00000 .007500 0.0
.97500 .012327 0.0
.95000 .017146 0.0
.90000 .026692 0.0
.85000 .035756 0.0
.80000 .044232 0.0
.75000 .052101 0.0
.70000 .059363 0.0
.65000 .066012 0.0
.60000 .072014 0.0
.55000 .077289 0.0
.50000 .081734 0.0
.45000 .085232 0.0
.40000 .087685 0.0
.35000 .088961 0.0
.30000 .088908 0.0
.25000 .087500 0.0
.20000 .084614 0.0
.15000 .079585 0.0
.10000 .070856 0.0
.07000 .062305 0.0
.04000 .049237 0.0
.02000 .035554 0.0
.01000 .025227 0.0
.00300 .013713 0.0
0.00000 0.00000 0.0
.00300 -.007388 0.0
.01000 -.012555 0.0
.02000 -.016369 0.0
.04000 -.020033 0.0
.07000 -.021626 0.0
.10000 -.021088 0.0
.15000 -.018291 0.0
.20000 -.015159 0.0
.25000 -.012500 0.0
.30000 -.010571 0.0
.35000 -.009175 0.0
.40000 -.008108 0.0
.45000 -.007304 0.0
.50000 -.006734 0.0
.55000 -.006377 0.0
.60000 -.006214 0.0
.65000 -.006227 0.0
.70000 -.006399 0.0
.75000 -.006673 0.0
.80000 -.006965 0.0
.85000 -.007181 0.0
.90000 -.007282 0.0
.95000 -.007282 0.0
.97500 -.007338 0.0
1.00000 .007500 0.0
