97
1.00000     0.00000 0.0
0.99893     0.00130 0.0
0.99572     0.00259 0.0
0.99039     0.00427 0.0
0.98296     0.00627 0.0
0.97347     0.00863 0.0
0.96194     0.01130 0.0
0.94844     0.01425 0.0
0.93301     0.01751 0.0
0.91573     0.02112 0.0
0.89668     0.02513 0.0
0.87592     0.02957 0.0
0.85355     0.03447 0.0
0.82967     0.03983 0.0
0.80438     0.04571 0.0
0.77779     0.05219 0.0
0.75000     0.05921 0.0
0.72114     0.06646 0.0
0.69134     0.07345 0.0
0.66072     0.07969 0.0
0.62941     0.08500 0.0
0.59755     0.08945 0.0
0.56526     0.09322 0.0
0.53270     0.09636 0.0
0.50000     0.09886 0.0
0.46730     0.10070 0.0
0.43474     0.10182 0.0
0.40245     0.10219 0.0
0.37059     0.10176 0.0
0.33928     0.10054 0.0
0.30866     0.09856 0.0
0.27886     0.09590 0.0
0.25000     0.09265 0.0
0.22221     0.08884 0.0
0.19562     0.08455 0.0
0.17033     0.07982 0.0
0.14645     0.07473 0.0
0.12408     0.06928 0.0
0.10332     0.06346 0.0
0.08427     0.05728 0.0
0.06699     0.05082 0.0
0.05156     0.04420 0.0
0.03806     0.03753 0.0
0.02653     0.03091 0.0
0.01704     0.02436 0.0
0.00961     0.01791 0.0
0.00428     0.01160 0.0
0.00107     0.00558 0.0
0.00000     0.00000 0.0
0.00107     -0.00508 0.0
0.00428     -0.00973 0.0
0.00961     -0.01402 0.0
0.01704     -0.01795 0.0
0.02653     -0.02153 0.0
0.03806     -0.02474 0.0
0.05156     -0.02765 0.0
0.06699     -0.03028 0.0
0.08427     -0.03262 0.0
0.10332     -0.03466 0.0
0.12408     -0.03643 0.0
0.14645     -0.03793 0.0
0.17033     -0.03914 0.0
0.19562     -0.04006 0.0
0.22221     -0.04070 0.0
0.25000     -0.04107 0.0
0.27886     -0.04117 0.0
0.30866     -0.04100 0.0
0.33928     -0.04049 0.0
0.37059     -0.03958 0.0
0.40245     -0.03820 0.0
0.43474     -0.03631 0.0
0.46730     -0.03400 0.0
0.50000     -0.03137 0.0
0.53270     -0.02851 0.0
0.56526     -0.02541 0.0
0.59755     -0.02197 0.0
0.62941     -0.01809 0.0
0.66072     -0.01379 0.0
0.69134     -0.00934 0.0
0.72114     -0.00511 0.0
0.75000     -0.00143 0.0
0.77779     0.00155 0.0
0.80438     0.00382 0.0
0.82967     0.00546 0.0
0.85355     0.00655 0.0
0.87592     0.00714 0.0
0.89668     0.00726 0.0
0.91573     0.00694 0.0
0.93301     0.00628 0.0
0.94844     0.00537 0.0
0.96194     0.00431 0.0
0.97347     0.00319 0.0
0.98296     0.00207 0.0
0.99039     0.00093 0.0
0.99572     0.00021 0.0
0.99893     0.00001 0.0
1.00000     0.00000 0.0
