      target_x       ,      target_y       ,       node1_x       ,       node1_y       ,       node2_x       ,       node2_y       
+1.284953875992603800,+1.666024296469875488,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.452813314629115338,+0.625734948926269130,+0.579073635138842802,+1.606537015165582449,+0.379735909891548484,+1.175204700510103617,+2.755043617887955154,+1.600491790250009316,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.275682866557042328,+1.404536082823409249,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000222,+0.454435537821737845,+1.122114878674834060,+1.104636349287106523,+0.284138791103708876,+2.863077908706848529,+0.040466289388917942,+2.143615661283493345,+2.084436972347004868,+1.819379402468347839,-0.269073517050009370,+0.451832079783511253,+0.654779388240952498,+0.666677754986063853,+1.494539226556516720,+1.597705443178860207,+1.733880764038029376
+1.318666055249403835,+1.544740163354742846,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.335678676995498360,+0.509708005643958462,+2.775597561789796774,+0.309470530770441177,+2.125677389934339523,+1.719163878538083612,+3.113637725773787501,+0.985993788119880143,+0.757125111339525647,+1.608138724540296716,+1.726865202060977378,+1.670188798696383037,+2.688586598494477897,+1.660630501414708693,+2.065347725903668774,-0.123916089148664144
+1.348697509615040202,+1.612828961661376681,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+2.232817731513711657,+1.603880548233620029,+1.353792806714561703,+0.227943673141272951,+2.853331670668972642,+1.008284480626354007,+2.522578449998179373,+1.391374480708987171,+1.890078053684064008,+1.772331798911811473,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.235079968738881595,+1.544414505518493907,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.528409727726082856,+1.679595484574997410,+2.317571120417778019,+1.698622483094966551,+1.423061480449953731,+0.353877610677692411,+2.966776568590089980,+0.387866350806662763,+2.218429374143803479,-0.118035678087249796,+3.093147803758774295,+1.302765748734142637,+0.168293720365114363,+1.066026524795890662,+0.627249873103479350,+0.326319390079139349
+1.333823390907624251,+1.740135781467408105,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000222,+1.947488919357192483,+1.921237083860193096,+0.326930183615988912,+1.163989437385224202,+1.348743251953110178,+0.156610135631779279,+0.641866386828157109,+1.733755916870987290,+2.717469696370995891,+1.903336517109174286,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.210808844990506783,+1.632475640360603109,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999112,+0.706011088880679427,+0.479363343521928664,+0.372105412354388543,+1.496138414436297026,+2.485672529828754307,-0.151028351665274174,+1.287819859437472125,+0.511196793777951353,+0.423254794336953233,+0.880825807903220070,+1.628932806269423050,+0.057650948399002089,+3.020961734158474243,+1.979061381614013904,+0.000000000000000000,+0.000000000000000000
+1.737757745354577166,+2.172904596325507143,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999667,-0.024535590950506725,+1.085064367010414976,+0.277424631950549228,+0.181252639312065145,+2.801351774170988129,+1.648757289100349688,+2.908957113812508322,+0.504411216615302638,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.628086218523758788,+1.757475094270617433,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.144378845084203622,+0.872541115181486693,+2.899393051654016951,+0.838715337992532950,+0.428668399145930579,+0.274683917408239164,+0.820291756726101662,+2.324072733581560080,+1.198383707796850439,-0.028679184330792973,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.393253857724618516,+1.923293605843305443,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.015462105298691742,+0.975428870543993742,+2.037584389315481026,+0.173125886084842362,+2.389701417465714961,+2.090480849159276566,+0.569177297905603896,+1.778647369353761887,+2.725547701028904868,+0.322158719428522700,+2.957218522968392715,+1.252179590840039936,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.460841666952052975,+2.067550989662009897,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999445,+0.267842133954972805,+0.456643200391394277,+0.276056369350922481,+1.459063754145409897,+2.111117082869792050,-0.153231777023878468,+3.251646708411692899,+2.416775491911600682,+1.119474733423822643,+0.023349658140341512,+3.097056963862508283,+0.629166317534797903,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.426030406959467367,+1.865506926707583446,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999667,+1.365453527914932685,+0.148175366104287054,+0.391698466542146018,+0.355306191847046482,+2.652181380279095446,-0.009851403371703205,+0.641968510680418492,+1.660238554788850518,+2.620759785187257940,+2.196355837068419969,+0.202181743646872913,+1.151217212013059710,+2.969369615623528968,+1.080484088088773165,+0.000000000000000000,+0.000000000000000000
