      target_x       ,      target_y       ,       node1_x       ,       node1_y       ,       node2_x       ,       node2_y       
+1.317754612739278297,+1.771186493113631855,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999889,+3.061216224801097674,+1.272890340991971847,+2.380172909797891645,+1.892745954149721133,+0.207168382200449197,+1.136698708097282351,+2.916028795806775875,+0.251190973304726284,+1.309284556313379921,+0.167484856203444665,+1.889773761479336400,+1.752319784012645432,+0.673243336996767194,+1.624426181607833586,+2.088169925175876962,-0.400126409183522824
+1.533275216592612011,+1.756153632487465144,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999556,+2.103312172720544382,+1.776283266119537130,+0.896391018981676724,+1.962605117741416105,+2.719330582223739690,+0.899114561758040054,+2.503020846381569520,+0.030051707861039612,+2.573578278470433300,+1.533825627709058503,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.611184426304307360,+1.807862564041954778,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+2.702207847994629208,+1.621416984290531271,+0.159023165797853916,+1.504627439581140314,+0.715061294964498995,+1.892962407886305876,+1.827560045265062882,+0.172219314062212137,+0.764200076742982848,-0.057358671991302623,-0.012369637556142177,+0.692488008994375237,+2.859047680436004768,+0.398501137605299149,+0.000000000000000000,+0.000000000000000000
+1.663512035196907934,+1.672560238154288115,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+2.886665406065017425,+1.229323435483656191,-0.125544945909021433,+1.469961265938507733,+0.089037785935433988,-0.070793104504594417,+2.366728409685799228,+1.643350052698762997,+0.886636283180435747,+1.767108035271347966,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.377502424521565016,+1.639600275897147519,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000222,+0.549281424738087720,+0.201878924951206629,+0.866263568698305342,+1.671677981630362630,+2.992157929687733198,+0.938695293796221297,+0.214113798557293289,+0.952018268714684757,+2.533143056919840319,-0.031091366453929181,+1.889704855812849305,+1.801680249580725368,+1.507747768981932524,+0.079086663263101209,+0.452868355058219541,+1.492312874037001080
+1.422552762465183918,+1.809232722412361660,+1.000000000000000000,+1.000000000000000000,+1.999999999999999778,+1.000000000000000000,+0.979038773856161781,+0.106550437096703643,+2.259214299319713515,+0.165552841980409315,+0.046370130547388366,+0.620886199447759912,+2.790125941576747870,+1.226643307384161385,+2.269473250479625115,+1.731226435454538581,+1.608712794695066117,+0.400577624771169538,+2.746313611815818234,+0.510642686677702073,+0.000000000000000000,+0.000000000000000000
+1.834037716706727661,+1.821308297666424991,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999889,-0.472268413749179050,+1.069034213927872123,+2.735570593894732117,+1.338242750184416741,+1.716315086366537734,+0.237613737602314301,+2.673904018355672818,+0.614983844076028019,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.739982650277537957,+1.544825712273575569,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+1.500071627211120973,+0.180556436434757162,+2.867197816484784667,+1.185528299755026271,+0.268852652252910440,+1.819098147301180690,+2.432332740598983190,+0.421665261189515084,-0.265843270225745387,+0.610656945000513152,+2.395144718799194550,+1.667064745602369058,+1.286877663728012822,+1.919886583452463436,+0.000000000000000000,+0.000000000000000000
+1.549967176916346778,+1.884795115537746479,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+1.788819972468196573,+0.419257678183254989,+0.396705630439186163,+0.202061197533392134,+2.430817475176509035,+1.523948374421524754,+1.348837741776125920,-0.005111190187117476,+0.410255831089761380,+2.226087746649463739,-0.264607568654161796,+1.309969104425909192,+2.456253617823740854,+0.325169989784728442,+0.000000000000000000,+0.000000000000000000
+1.261445778066896617,+1.550001526435235144,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.249616979053534971,+1.125506076014142209,+2.533758636569327649,+1.686343863231693163,+2.565376850797243868,-0.167685319442970604,+1.454776610533998316,+0.172002641294031644,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
