      target_x       ,      target_y       ,       node1_x       ,       node1_y       ,       node2_x       ,       node2_y       
+1.283743798963647098,+1.872726457264600297,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999778,+2.287034742547416677,+2.018572229928548012,+0.205497790235361633,+0.960276356943498999,+3.434350305528944602,+1.517805803822834365,+2.920403906486029655,+0.439000573847777575,+1.932911163174392932,-0.127393536333697988,+0.642217916903022878,+0.390190210700077422,+0.591413330366222789,+1.478143175545187482,+0.000000000000000000,+0.000000000000000000
+1.167510230158755435,+1.718838868496576744,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000444,+2.971142796003612752,+1.641619231707909687,+0.335520912253814863,+0.746242598204311269,+3.566300893842476505,+0.400001283792787654,+2.362958643549045057,-0.128648385856779512,+2.031073739098993247,+2.241408644649200976,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.210638853424823580,+1.668714125873570486,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999995781,+3.226021991323865024,+0.408898301742367853,+1.845359117921176129,+2.210626393377373766,+1.190757267672197139,+0.084070518631991997,+0.369430933728448263,+1.635821039616407457,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.670897615650799306,+1.612701006957497185,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+1.554129569051618365,+0.211791231739154817,+2.565739112078836648,+0.285444939015339294,+1.065987757440199912,+1.868738602219637723,+0.153043700810194250,+1.643379062003346824,+2.482069061746652316,+1.741005315696484423,-0.092740289241309615,+0.497239870562032782,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.596908418581927114,+1.849058551739481304,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+2.876226917196862853,+0.866463473170997145,+2.541301942520601820,+1.902880251461452454,-0.051821839761456268,+0.664922889672414197,+0.880245405171849793,+1.935357747036492881,+0.301778708498610548,+1.574584854976710080,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.616803800217314180,+1.768100954941488556,+1.000000000000000000,+1.000000000000000000,+1.999999999999999778,+1.000000000000001776,+2.953471943510667774,+0.596233207503551688,+0.207685732105862941,+1.484948594288680868,+0.127995278206774143,+0.818101681334252651,+0.716012696570707208,+1.982188467645312979,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.566185273601194972,+1.596990821172116881,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.852340682390438809,+1.814805877633579811,+2.699613834755372643,+0.935560322557342339,+1.531177256443043699,+0.239936409593035416,+0.613720123761183345,+0.138427062614383645,+2.451935799106189862,+0.272390710787757007,+0.155567961141746869,+1.450687950042208296,+0.164088324989921652,+0.746912124373438790,+0.000000000000000000,+0.000000000000000000
+1.412128170820103668,+1.953068039736213901,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999556,+2.349867867695695001,+0.295338142887383026,+2.313945414941780854,+1.764409036943671572,+2.770783933391578913,+0.698126437654289278,+0.589857200165819440,+0.283833194854144155,+2.616572371938247432,+1.207285007487874706,-0.041920835342611706,+0.942918412912317372,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.537598052655738901,+1.806526561389787400,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+0.999999999999999889,+0.000940883062461095,+0.924968840053974173,+2.912019592269732726,+0.679377109784763511,+0.485903204050872062,+0.128976221369911159,+2.647711352857681888,+1.335758579943493229,+1.357115580234169450,+0.284199058147864503,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
+1.717373367474002155,+1.906357203866264616,+1.000000000000000000,+1.000000000000000000,+2.000000000000000000,+1.000000000000000000,+0.059405447536035494,+1.644530728629679306,+1.587461152949808385,+0.198668781742006861,-0.017537481684085199,+0.532491877253338797,+2.684509003185517884,+0.853767355169814723,+0.784662743541449714,-0.188262719050756422,+2.853279022977380563,+1.775785980863321623,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000,+0.000000000000000000
